"title","content","date","variant","images","verified","author","rating","product","url"
"Strong","Super Strong Magnets. Brilliant my phone will not fall off when I go over bumps in the road. Would recommend","30 Jun 2020","Colour Name: Black","","Yes","Amy Baker","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect!","Perfect for my phone and car, has held up for hours on a long journey.","14 Nov 2019","Colour Name: Black","","Yes","Chanel","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It is a great shame because I have seen it in a friends ...","I have rated it 5 stars even though I cannot use it.  Unfortunately the car that I have just purchased does not have have the correct air vents for the Yosh to fit on. It is a great shame because I have seen it in a friends car and it’s brilliant.","17 Dec 2017","Colour Name: Black","","Yes","Vivienne","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Works.","Does what it promises. It's sturdy and holds my phone up in the car.","23 Feb 2019","Colour Name: Black","","Yes","Heero Miketta","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect magnetic phone holder","Strong magnetic ,hold my phone really good  highly recommended..","21 May 2019","Colour Name: Black","","Yes","Rezhin Ahmed","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"though I would be happier without the slight sideways movement","I am using this with a OnePlus3 smartphone and a Volvo C30, the magnet works well with the original Oneplus3 case and holds the phone fairly well, though I would be happier without the slight sideways movement. All in all it is a good product and a very fast service.","13 Mar 2017","Colour Name: Black","","Yes","Carl Lohfink","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Small and strong","It is stupid easy to put together (especially application on a case). I tried it out and so far I am happy with how strong the magnet is, though in high acceleration it could dismount","03 Dec 2018","Colour Name: Black","","Yes","Amazon Customer","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sturdy and decent quality product","It is simply the perfect car phone holder. Good quality and firmly attached to both the car vent and the phone. I would highly recommend it.","15 Sep 2019","Colour Name: Black","","Yes","Amazon Customer","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Wouldn’t recommend","Disappointed- the adhesive on the phone didn’t even last 2 weeks.","05 Aug 2019","Colour Name: Black","","Yes","rachael","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"This is really good. Small","This is really good. Small, you almost can't see it and holds your phone in place with the magnet I put in the case. I highly recommend it. Better than rose bulky ones you have to stick to the windshield.","18 Jun 2017","Colour Name: Black","","Yes","Emely","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Work well","Like as description, work well","10 Dec 2019","Colour Name: Black","","Yes","Client d'Amazon","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect problem solver for the perfect price","Didn't believe it would work (I had many crappy holders before), but it really did!","25 Jan 2020","Colour Name: Gray","","Yes","Ben D.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fits well!","To hold phone in car!","20 Oct 2019","Colour Name: Black","","Yes","Judith","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect!","The magnet is strong and the hold is good! Happy to recommend!","19 Aug 2019","Colour Name: Black","","Yes","SKR","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Can block the vent with your phone or can get warm in the hot air flow","Very strong magnet and can be fitted on pretty much any air vent. Have now two and plan to buy another shortly.","23 Nov 2019","Colour Name: Black","","Yes","diamondmc47","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent product","Does the job properly, very good grip","24 Dec 2020","Colour Name: Gray","","Yes","led","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"All You Need","This holder is all you really need if you have horizontal car vents. The magnet is so strong to hold your phone, not once has it come off or fallen off so its becoming very reliable now.","02 Mar 2019","Colour Name: Black","","Yes","Paul","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great!","Great product, works amazingly. Easy to use & just what I wanted.","08 Jul 2019","Colour Name: Black","","Yes","Janine B","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does the job, great value","It fell off once  (my phone) but I think I hadn’t lined up the magnets - otherwise love it - so easy Was concerned magnet would damage phone - no sign yet","27 Nov 2019","Colour Name: Black","","Yes","Miss K J Redmond","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent","Small, versatile, very strong and excellent quality I would highly recommend it.","12 Aug 2019","Colour Name: Black","","Yes","wayne lalka","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Buy one.......","Great little holder.. Easy to fit.. Holds my Huawei without any problems....","04 Jun 2019","Colour Name: Black","","Yes","Bazzagas","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great safe product - have works phone and own phone easily mountable","Neat solution for phone mount in car, quickly attaches and quickly removes phone - neat! Portable - can switch car easily if like me have to use work vehicles occasionally","09 Dec 2017","Colour Name: Black","","Yes","Matthew","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good","Good price.  Nice product","02 Jun 2020","Colour Name: Black","","Yes","Panos","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Doesn't hold an iPhone XS","On first use in a 30 min drive, my phone fell off. Not on a roundabout/bump etc... just regular driving. Packed it up and returned it straight away. Don't waste your time","06 Dec 2019","Colour Name: Black","","Yes","Joe","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Not great","Phone kept falling off","08 Jun 2020","Colour Name: Black","","Yes","Alex82","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Take note of your cars air vent design make sure it has nothing to obstruct.","The suction is fantastic however the issue is the clip which secures to your cars air vent isn't great. Most cars have hand control knobs on the air vent which do not allow it to fix back fully. As a result of this my phone has fallen off on numerous occasions.","26 Aug 2019","Colour Name: Black","","Yes","great","3.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Effective little car magnet","Does what it says on the tin.","04 Feb 2020","Colour Name: Black","","Yes","Turty","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Disappointing as broke apart.","Broke within a few days of using as pincer part detached from flat top. Disappointed as great magnetic suction.","17 Dec 2019","Colour Name: Black","","Yes","Samantha block","3.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good magnet","This is a very strong magnet, and holds well to my car's air con vent","20 Mar 2019","Colour Name: Black","","Yes","Andrew","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"great","wonderful little gadget and powerful too.","23 Jun 2019","Colour Name: Black","","Yes","adi  derby","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Simple gadget","Good product","15 Nov 2019","Colour Name: Black","","Yes","michael johnston","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good Product. Fit for purpose.","Use this for my Phone and Credit Card machine in my Taxi. Holds either securely.","17 Feb 2019","Colour Name: Black","","Yes","I M.","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It works very well","Excellent solution. Mine is sitting in an angled air con vent of a Transit van and it's holding a Galaxy Note 4 which is inside an Otterbox case. Hasn't fallen off even when smashing over the ever increasing potholes.","29 Mar 2018","Colour Name: Black","","Yes","hgjohnson","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very sturdy","Absolutely brilliant","27 Sep 2020","Colour Name: Black","","Yes","Omo","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great little gadget","Great little item 👌","27 Mar 2020","Colour Name: Black","","Yes","keegee","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"One Star","Does hold the phone so it kewps falling","14 Jun 2018","Colour Name: Black","","Yes","Sobi","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Happy","Very happy","16 Nov 2019","Colour Name: Black","","Yes","iain","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Brilliant product","Brilliant. Holds the phone in place with no issues","12 Apr 2019","Colour Name: Black","","Yes","sarah evans","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
